(1137, 11, 114)
(569, 10, 58)
(1138, 11, 115)
(1139, 11, 116)
(285, 9, 30)
(570, 10, 59)
(1140, 11, 117)
(1141, 11, 118)
(571, 10, 60)
(1142, 11, 119)
(1143, 11, 120)
(143, 8, 16)
(286, 9, 31)
(572, 10, 61)
(1144, 11, 121)
(1145, 11, 122)
(573, 10, 62)
(1146, 11, 123)
(1147, 11, 124)
(287, 9, 32)
(574, 10, 63)
(1148, 11, 125)
(1149, 11, 126)
(575, 10, 64)
(1150, 11, 127)
(1151, 11, 128)
(9, 4, 2)
(18, 5, 3)
(36, 6, 5)
(72, 7, 9)
(144, 8, 17)
(288, 9, 33)
(576, 10, 65)
(1152, 11, 129)
(1153, 11, 130)
(577, 10, 66)
(1154, 11, 131)
(1155, 11, 132)
(289, 9, 34)
(578, 10, 67)
(1156, 11, 133)
(1157, 11, 134)
(579, 10, 68)
(1158, 11, 135)
(1159, 11, 136)
(145, 8, 18)
(290, 9, 35)
(580, 10, 69)
(1160, 11, 137)
(1161, 11, 138)
(581, 10, 70)
(1162, 11, 139)
(1163, 11, 140)
(291, 9, 36)
(582, 10, 71)
(1164, 11, 141)
(1165, 11, 142)
(583, 10, 72)
(1166, 11, 143)
(1167, 11, 144)
(73, 7, 10)
(146, 8, 19)
(292, 9, 37)
(584, 10, 73)
(1168, 11, 145)
(1169, 11, 146)
(585, 10, 74)
(1170, 11, 147)
(1171, 11, 148)
(293, 9, 38)
(586, 10, 75)
(1172, 11, 149)
(1173, 11, 150)
(587, 10, 76)
(1174, 11, 151)
(1175, 11, 152)
(147, 8, 20)
(294, 9, 39)
(588, 10, 77)
(1176, 11, 153)
(1177, 11, 154)
(589, 10, 78)
(1178, 11, 155)
(1179, 11, 156)
(295, 9, 40)
(590, 10, 79)
(1180, 11, 157)
(1181, 11, 158)
(591, 10, 80)
(1182, 11, 159)
(1183, 11, 160)
(37, 6, 6)
(74, 7, 11)
(148, 8, 21)
(296, 9, 41)
(592, 10, 81)
(1184, 11, 161)
(1185, 11, 162)
(593, 10, 82)
(1186, 11, 163)
(1187, 11, 164)
(297, 9, 42)
(594, 10, 83)
(1188, 11, 165)
(1189, 11, 166)
(595, 10, 84)
(1190, 11, 167)
(1191, 11, 168)
(149, 8, 22)
(298, 9, 43)
(596, 10, 85)
(1192, 11, 169)
(1193, 11, 170)
(597, 10, 86)
(1194, 11, 171)
(1195, 11, 172)
(299, 9, 44)
(598, 10, 87)
(1196, 11, 173)
(1197, 11, 174)
(599, 10, 88)
(1198, 11, 175)
(1199, 11, 176)
(75, 7, 12)
(150, 8, 23)
(300, 9, 45)
(600, 10, 89)
(1200, 11, 177)
(1201, 11, 178)
(601, 10, 90)
(1202, 11, 179)
(1203, 11, 180)
(301, 9, 46)
(602, 10, 91)
(1204, 11, 181)
(1205, 11, 182)
(603, 10, 92)
(1206, 11, 183)
(1207, 11, 184)
(151, 8, 24)
(302, 9, 47)
(604, 10, 93)
(1208, 11, 185)
(1209, 11, 186)
(605, 10, 94)
(1210, 11, 187)
(1211, 11, 188)
(303, 9, 48)
(606, 10, 95)
(1212, 11, 189)
(1213, 11, 190)
(607, 10, 96)
(1214, 11, 191)
(1215, 11, 192)
(19, 5, 4)
(38, 6, 7)
(76, 7, 13)
(152, 8, 25)
(304, 9, 49)
(608, 10, 97)
(1216, 11, 193)
(1217, 11, 194)
(609, 10, 98)
(1218, 11, 195)
(1219, 11, 196)
(305, 9, 50)
(610, 10, 99)
(1220, 11, 197)
(1221, 11, 198)
(611, 10, 100)
(1222, 11, 199)
(1223, 11, 200)
(153, 8, 26)
(306, 9, 51)
(612, 10, 101)
(1224, 11, 201)
(1225, 11, 202)
(613, 10, 102)
(1226, 11, 203)
(1227, 11, 204)
(307, 9, 52)
(614, 10, 103)
(1228, 11, 205)
(1229, 11, 206)
(615, 10, 104)
(1230, 11, 207)
(1231, 11, 208)
(77, 7, 14)
(154, 8, 27)
(308, 9, 53)
(616, 10, 105)
(1232, 11, 209)
(1233, 11, 210)
(617, 10, 106)
(1234, 11, 211)
(1235, 11, 212)
(309, 9, 54)
(618, 10, 107)
(1236, 11, 213)
(1237, 11, 214)
(619, 10, 108)
(1238, 11, 215)
(1239, 11, 216)
(155, 8, 28)
(310, 9, 55)
(620, 10, 109)
(1240, 11, 217)
(1241, 11, 218)
(621, 10, 110)
(1242, 11, 219)
(1243, 11, 220)
(311, 9, 56)
(622, 10, 111)
(1244, 11, 221)
(1245, 11, 222)
(623, 10, 112)
(1246, 11, 223)
(1247, 11, 224)
(39, 6, 8)
(78, 7, 15)
(156, 8, 29)
(312, 9, 57)
(624, 10, 113)
(1248, 11, 225)
(1249, 11, 226)
(625, 10, 114)
(1250, 11, 227)
(1251, 11, 228)
(313, 9, 58)
(626, 10, 115)
(1252, 11, 229)
(1253, 11, 230)
(627, 10, 116)
(1254, 11, 231)
(1255, 11, 232)
(157, 8, 30)
(314, 9, 59)
(628, 10, 117)
(1256, 11, 233)
(1257, 11, 234)
(629, 10, 118)
(1258, 11, 235)
(1259, 11, 236)
(315, 9, 60)
(630, 10, 119)
(1260, 11, 237)
(1261, 11, 238)
(631, 10, 120)
(1262, 11, 239)
(1263, 11, 240)
(79, 7, 16)
(158, 8, 31)
(316, 9, 61)
(632, 10, 121)
(1264, 11, 241)
(1265, 11, 242)
(633, 10, 122)
(1266, 11, 243)
(1267, 11, 244)
(317, 9, 62)
(634, 10, 123)
(1268, 11, 245)
(1269, 11, 246)
(635, 10, 124)
(1270, 11, 247)
(1271, 11, 248)
(159, 8, 32)
(318, 9, 63)
(636, 10, 125)
(1272, 11, 249)
(1273, 11, 250)
(637, 10, 126)
(1274, 11, 251)
(1275, 11, 252)
(319, 9, 64)
(638, 10, 127)
(1276, 11, 253)
(1277, 11, 254)
(639, 10, 128)
(1278, 11, 255)
(1279, 11, 256)
(5, 3, 2)
(10, 4, 3)
(20, 5, 5)
(40, 6, 9)
(80, 7, 17)
(160, 8, 33)
(320, 9, 65)
(640, 10, 129)
(1280, 11, 257)
(1281, 11, 258)
(641, 10, 130)
(1282, 11, 259)
(1283, 11, 260)
(321, 9, 66)
(642, 10, 131)
(1284, 11, 261)
(1285, 11, 262)
(643, 10, 132)
(1286, 11, 263)
(1287, 11, 264)
(161, 8, 34)
(322, 9, 67)
(644, 10, 133)
(1288, 11, 265)
(1289, 11, 266)
(645, 10, 134)
(1290, 11, 267)
(1291, 11, 268)
(323, 9, 68)
(646, 10, 135)
(1292, 11, 269)
(1293, 11, 270)
(647, 10, 136)
(1294, 11, 271)
(1295, 11, 272)
(81, 7, 18)
(162, 8, 35)
(324, 9, 69)
(648, 10, 137)
(1296, 11, 273)
(1297, 11, 274)
(649, 10, 138)
(1298, 11, 275)
(1299, 11, 276)
(325, 9, 70)
(650, 10, 139)
(1300, 11, 277)
(1301, 11, 278)
(651, 10, 140)
(1302, 11, 279)
(1303, 11, 280)
(163, 8, 36)
(326, 9, 71)
(652, 10, 141)
(1304, 11, 281)
(1305, 11, 282)
(653, 10, 142)
(1306, 11, 283)
(1307, 11, 284)
(327, 9, 72)
(654, 10, 143)
(1308, 11, 285)
(1309, 11, 286)
(655, 10, 144)
(1310, 11, 287)
(1311, 11, 288)
(41, 6, 10)
(82, 7, 19)
(164, 8, 37)
(328, 9, 73)
(656, 10, 145)
(1312, 11, 289)
(1313, 11, 290)
(657, 10, 146)
(1314, 11, 291)
(1315, 11, 292)
(329, 9, 74)
(658, 10, 147)
(1316, 11, 293)
(1317, 11, 294)
(659, 10, 148)
(1318, 11, 295)
(1319, 11, 296)
(165, 8, 38)
(330, 9, 75)
(660, 10, 149)
(1320, 11, 297)
(1321, 11, 298)
(661, 10, 150)
(1322, 11, 299)
(1323, 11, 300)
(331, 9, 76)
(662, 10, 151)
(1324, 11, 301)
(1325, 11, 302)
(663, 10, 152)
(1326, 11, 303)
(1327, 11, 304)
(83, 7, 20)
(166, 8, 39)
(332, 9, 77)
(664, 10, 153)
(1328, 11, 305)
(1329, 11, 306)
(665, 10, 154)
(1330, 11, 307)
(1331, 11, 308)
(333, 9, 78)
(666, 10, 155)
(1332, 11, 309)
(1333, 11, 310)
(667, 10, 156)
(1334, 11, 311)
(1335, 11, 312)
(167, 8, 40)
(334, 9, 79)
(668, 10, 157)
(1336, 11, 313)
(1337, 11, 314)
(669, 10, 158)
(1338, 11, 315)
(1339, 11, 316)
(335, 9, 80)
(670, 10, 159)
(1340, 11, 317)
(1341, 11, 318)
(671, 10, 160)
(1342, 11, 319)
(1343, 11, 320)
(21, 5, 6)
(42, 6, 11)
(84, 7, 21)
(168, 8, 41)
(336, 9, 81)
(672, 10, 161)
(1344, 11, 321)
(1345, 11, 322)
(673, 10, 162)
(1346, 11, 323)
(1347, 11, 324)
(337, 9, 82)
(674, 10, 163)
(1348, 11, 325)
(1349, 11, 326)
(675, 10, 164)
(1350, 11, 327)
(1351, 11, 328)
(169, 8, 42)
(338, 9, 83)
(676, 10, 165)
(1352, 11, 329)
(1353, 11, 330)
(677, 10, 166)
(1354, 11, 331)
(1355, 11, 332)
(339, 9, 84)
(678, 10, 167)
(1356, 11, 333)
(1357, 11, 334)
(679, 10, 168)
(1358, 11, 335)
(1359, 11, 336)
(85, 7, 22)
(170, 8, 43)
(340, 9, 85)
(680, 10, 169)
(1360, 11, 337)
(1361, 11, 338)
(681, 10, 170)
(1362, 11, 339)
(1363, 11, 340)
(341, 9, 86)
(682, 10, 171)
(1364, 11, 341)
(1365, 11, 342)
(683, 10, 172)
(1366, 11, 343)
(1367, 11, 344)
(171, 8, 44)
(342, 9, 87)
(684, 10, 173)
(1368, 11, 345)
(1369, 11, 346)
(685, 10, 174)
(1370, 11, 347)
(1371, 11, 348)
(343, 9, 88)
(686, 10, 175)
(1372, 11, 349)
(1373, 11, 350)
(687, 10, 176)
(1374, 11, 351)
(1375, 11, 352)
(43, 6, 12)
(86, 7, 23)
(172, 8, 45)
(344, 9, 89)
(688, 10, 177)
(1376, 11, 353)
(1377, 11, 354)
(689, 10, 178)
(1378, 11, 355)
(1379, 11, 356)
(345, 9, 90)
(690, 10, 179)
(1380, 11, 357)
(1381, 11, 358)
(691, 10, 180)
(1382, 11, 359)
(1383, 11, 360)
(173, 8, 46)
(346, 9, 91)
(692, 10, 181)
(1384, 11, 361)
(1385, 11, 362)
(693, 10, 182)
(1386, 11, 363)
(1387, 11, 364)
(347, 9, 92)
(694, 10, 183)
(1388, 11, 365)
(1389, 11, 366)
(695, 10, 184)
(1390, 11, 367)
(1391, 11, 368)
(87, 7, 24)
(174, 8, 47)
(348, 9, 93)
(696, 10, 185)
(1392, 11, 369)
(1393, 11, 370)
(697, 10, 186)
(1394, 11, 371)
(1395, 11, 372)
(349, 9, 94)
(698, 10, 187)
(1396, 11, 373)
(1397, 11, 374)
(699, 10, 188)
(1398, 11, 375)
(1399, 11, 376)
(175, 8, 48)
(350, 9, 95)
(700, 10, 189)
(1400, 11, 377)
(1401, 11, 378)
(701, 10, 190)
(1402, 11, 379)
(1403, 11, 380)
(351, 9, 96)
(702, 10, 191)
(1404, 11, 381)
(1405, 11, 382)
(703, 10, 192)
(1406, 11, 383)
(1407, 11, 384)
(11, 4, 4)
(22, 5, 7)
(44, 6, 13)
(88, 7, 25)
(176, 8, 49)
(352, 9, 97)
(704, 10, 193)
(1408, 11, 385)
(1409, 11, 386)
(705, 10, 194)
(1410, 11, 387)
(1411, 11, 388)
(353, 9, 98)
(706, 10, 195)
(1412, 11, 389)
(1413, 11, 390)
(707, 10, 196)
(1414, 11, 391)
(1415, 11, 392)
(177, 8, 50)
(354, 9, 99)
(708, 10, 197)
(1416, 11, 393)
(1417, 11, 394)
(709, 10, 198)
(1418, 11, 395)
(1419, 11, 396)
(355, 9, 100)
(710, 10, 199)
(1420, 11, 397)
(1421, 11, 398)
(711, 10, 200)
(1422, 11, 399)
(1423, 11, 400)
(89, 7, 26)
(178, 8, 51)
(356, 9, 101)
(712, 10, 201)
(1424, 11, 401)
(1425, 11, 402)
(713, 10, 202)
(1426, 11, 403)
(1427, 11, 404)
(357, 9, 102)
(714, 10, 203)
(1428, 11, 405)
(1429, 11, 406)
(715, 10, 204)
(1430, 11, 407)
(1431, 11, 408)
(179, 8, 52)
(358, 9, 103)
(716, 10, 205)
(1432, 11, 409)
(1433, 11, 410)
(717, 10, 206)
(1434, 11, 411)
(1435, 11, 412)
(359, 9, 104)
(718, 10, 207)
(1436, 11, 413)
(1437, 11, 414)
(719, 10, 208)
(1438, 11, 415)
(1439, 11, 416)
(45, 6, 14)
(90, 7, 27)
(180, 8, 53)
(360, 9, 105)
(720, 10, 209)
(1440, 11, 417)
(1441, 11, 418)
(721, 10, 210)
(1442, 11, 419)
(1443, 11, 420)
(361, 9, 106)
(722, 10, 211)
(1444, 11, 421)
(1445, 11, 422)
(723, 10, 212)
(1446, 11, 423)
(1447, 11, 424)
(181, 8, 54)
(362, 9, 107)
(724, 10, 213)
(1448, 11, 425)
(1449, 11, 426)
(725, 10, 214)
(1450, 11, 427)
(1451, 11, 428)
(363, 9, 108)
(726, 10, 215)
(1452, 11, 429)
(1453, 11, 430)
(727, 10, 216)
(1454, 11, 431)
(1455, 11, 432)
(91, 7, 28)
(182, 8, 55)
(364, 9, 109)
(728, 10, 217)
(1456, 11, 433)
(1457, 11, 434)
(729, 10, 218)
(1458, 11, 435)
(1459, 11, 436)
(365, 9, 110)
(730, 10, 219)
(1460, 11, 437)
(1461, 11, 438)
(731, 10, 220)
(1462, 11, 439)
(1463, 11, 440)
(183, 8, 56)
(366, 9, 111)
(732, 10, 221)
(1464, 11, 441)
(1465, 11, 442)
(733, 10, 222)
(1466, 11, 443)
(1467, 11, 444)
(367, 9, 112)
(734, 10, 223)
(1468, 11, 445)
(1469, 11, 446)
(735, 10, 224)
(1470, 11, 447)
(1471, 11, 448)
(23, 5, 8)
(46, 6, 15)
(92, 7, 29)
(184, 8, 57)
(368, 9, 113)
(736, 10, 225)
(1472, 11, 449)
(1473, 11, 450)
(737, 10, 226)
(1474, 11, 451)
(1475, 11, 452)
(369, 9, 114)
(738, 10, 227)
(1476, 11, 453)
(1477, 11, 454)
(739, 10, 228)
(1478, 11, 455)
(1479, 11, 456)
(185, 8, 58)
(370, 9, 115)
(740, 10, 229)
(1480, 11, 457)
(1481, 11, 458)
(741, 10, 230)
(1482, 11, 459)
(1483, 11, 460)
(371, 9, 116)
(742, 10, 231)
(1484, 11, 461)
(1485, 11, 462)
(743, 10, 232)
(1486, 11, 463)
(1487, 11, 464)
(93, 7, 30)
(186, 8, 59)
(372, 9, 117)
(744, 10, 233)
(1488, 11, 465)
(1489, 11, 466)
(745, 10, 234)
(1490, 11, 467)
(1491, 11, 468)
(373, 9, 118)
(746, 10, 235)
(1492, 11, 469)
(1493, 11, 470)
(747, 10, 236)
(1494, 11, 471)
(1495, 11, 472)
(187, 8, 60)
(374, 9, 119)
(748, 10, 237)
(1496, 11, 473)
(1497, 11, 474)
(749, 10, 238)
(1498, 11, 475)
(1499, 11, 476)
(375, 9, 120)
(750, 10, 239)
(1500, 11, 477)
(1501, 11, 478)
(751, 10, 240)
(1502, 11, 479)
(1503, 11, 480)
(47, 6, 16)
(94, 7, 31)
(188, 8, 61)
(376, 9, 121)
(752, 10, 241)
(1504, 11, 481)
(1505, 11, 482)
(753, 10, 242)
(1506, 11, 483)
(1507, 11, 484)
(377, 9, 122)
(754, 10, 243)
(1508, 11, 485)
(1509, 11, 486)
(755, 10, 244)
(1510, 11, 487)
(1511, 11, 488)
(189, 8, 62)
(378, 9, 123)
(756, 10, 245)
(1512, 11, 489)
(1513, 11, 490)
(757, 10, 246)
(1514, 11, 491)
(1515, 11, 492)
(379, 9, 124)
(758, 10, 247)
(1516, 11, 493)
(1517, 11, 494)
(759, 10, 248)
(1518, 11, 495)
(1519, 11, 496)
(95, 7, 32)
(190, 8, 63)
(380, 9, 125)
(760, 10, 249)
(1520, 11, 497)
(1521, 11, 498)
(761, 10, 250)
(1522, 11, 499)
(1523, 11, 500)
(381, 9, 126)
(762, 10, 251)
(1524, 11, 501)
(1525, 11, 502)
(763, 10, 252)
(1526, 11, 503)
(1527, 11, 504)
(191, 8, 64)
(382, 9, 127)
(764, 10, 253)
(1528, 11, 505)
(1529, 11, 506)
(765, 10, 254)
(1530, 11, 507)
(1531, 11, 508)
(383, 9, 128)
(766, 10, 255)
(1532, 11, 509)
(1533, 11, 510)
(767, 10, 256)
(1534, 11, 511)
(1535, 11, 512)
(3, 2, 2)
(6, 3, 3)
(12, 4, 5)
(24, 5, 9)
(48, 6, 17)
(96, 7, 33)
(192, 8, 65)
(384, 9, 129)
(768, 10, 257)
(1536, 11, 513)
(1537, 11, 514)
(769, 10, 258)
(1538, 11, 515)
(1539, 11, 516)
(385, 9, 130)
(770, 10, 259)
(1540, 11, 517)
(1541, 11, 518)
(771, 10, 260)
(1542, 11, 519)
(1543, 11, 520)
(193, 8, 66)
(386, 9, 131)
(772, 10, 261)
(1544, 11, 521)
(1545, 11, 522)
(773, 10, 262)
(1546, 11, 523)
(1547, 11, 524)
(387, 9, 132)
(774, 10, 263)
(1548, 11, 525)
(1549, 11, 526)
(775, 10, 264)
(1550, 11, 527)
(1551, 11, 528)
(97, 7, 34)
(194, 8, 67)
(388, 9, 133)
(776, 10, 265)
(1552, 11, 529)
(1553, 11, 530)
(777, 10, 266)
(1554, 11, 531)
(1555, 11, 532)
(389, 9, 134)
(778, 10, 267)
(1556, 11, 533)
(1557, 11, 534)
(779, 10, 268)
(1558, 11, 535)
(1559, 11, 536)
(195, 8, 68)
(390, 9, 135)
(780, 10, 269)
(1560, 11, 537)
(1561, 11, 538)
(781, 10, 270)
(1562, 11, 539)
(1563, 11, 540)
(391, 9, 136)
(782, 10, 271)
(1564, 11, 541)
(1565, 11, 542)
(783, 10, 272)
(1566, 11, 543)
(1567, 11, 544)
(49, 6, 18)
(98, 7, 35)
(196, 8, 69)
(392, 9, 137)
(784, 10, 273)
(1568, 11, 545)
(1569, 11, 546)
(785, 10, 274)
(1570, 11, 547)
(1571, 11, 548)
(393, 9, 138)
(786, 10, 275)
(1572, 11, 549)
(1573, 11, 550)
(787, 10, 276)
(1574, 11, 551)
(1575, 11, 552)
(197, 8, 70)
(394, 9, 139)
(788, 10, 277)
(1576, 11, 553)
(1577, 11, 554)
(789, 10, 278)
(1578, 11, 555)
(1579, 11, 556)
(395, 9, 140)
(790, 10, 279)
(1580, 11, 557)
(1581, 11, 558)
(791, 10, 280)
(1582, 11, 559)
(1583, 11, 560)
(99, 7, 36)
(198, 8, 71)
(396, 9, 141)
(792, 10, 281)
(1584, 11, 561)
(1585, 11, 562)
(793, 10, 282)
(1586, 11, 563)
(1587, 11, 564)
(397, 9, 142)
(794, 10, 283)
(1588, 11, 565)
(1589, 11, 566)
(795, 10, 284)
(1590, 11, 567)
(1591, 11, 568)
(199, 8, 72)
(398, 9, 143)
(796, 10, 285)
(1592, 11, 569)
(1593, 11, 570)
(797, 10, 286)
(1594, 11, 571)
(1595, 11, 572)
(399, 9, 144)
(798, 10, 287)
(1596, 11, 573)
(1597, 11, 574)
(799, 10, 288)
(1598, 11, 575)
(1599, 11, 576)
(25, 5, 10)
(50, 6, 19)
(100, 7, 37)
(200, 8, 73)
(400, 9, 145)
(800, 10, 289)
(1600, 11, 577)
(1601, 11, 578)
(801, 10, 290)
(1602, 11, 579)
(1603, 11, 580)
(401, 9, 146)
(802, 10, 291)
(1604, 11, 581)
(1605, 11, 582)
(803, 10, 292)
(1606, 11, 583)
(1607, 11, 584)
(201, 8, 74)
(402, 9, 147)
(804, 10, 293)
(1608, 11, 585)
(1609, 11, 586)
(805, 10, 294)
(1610, 11, 587)
(1611, 11, 588)
(403, 9, 148)
(806, 10, 295)
(1612, 11, 589)
(1613, 11, 590)
(807, 10, 296)
(1614, 11, 591)
(1615, 11, 592)
(101, 7, 38)
(202, 8, 75)
(404, 9, 149)
(808, 10, 297)
(1616, 11, 593)
(1617, 11, 594)
(809, 10, 298)
(1618, 11, 595)
(1619, 11, 596)
(405, 9, 150)
(810, 10, 299)
(1620, 11, 597)
(1621, 11, 598)
(811, 10, 300)
(1622, 11, 599)
(1623, 11, 600)
(203, 8, 76)
(406, 9, 151)
(812, 10, 301)
(1624, 11, 601)
(1625, 11, 602)
(813, 10, 302)
(1626, 11, 603)
(1627, 11, 604)
(407, 9, 152)
(814, 10, 303)
(1628, 11, 605)
(1629, 11, 606)
(815, 10, 304)
(1630, 11, 607)
(1631, 11, 608)
(51, 6, 20)
(102, 7, 39)
(204, 8, 77)
(408, 9, 153)
(816, 10, 305)
(1632, 11, 609)
(1633, 11, 610)
(817, 10, 306)
(1634, 11, 611)
(1635, 11, 612)
(409, 9, 154)
(818, 10, 307)
(1636, 11, 613)
(1637, 11, 614)
(819, 10, 308)
(1638, 11, 615)
(1639, 11, 616)
(205, 8, 78)
(410, 9, 155)
(820, 10, 309)
(1640, 11, 617)
(1641, 11, 618)
(821, 10, 310)
(1642, 11, 619)
(1643, 11, 620)
(411, 9, 156)
(822, 10, 311)
(1644, 11, 621)
(1645, 11, 622)
(823, 10, 312)
(1646, 11, 623)
(1647, 11, 624)
(103, 7, 40)
(206, 8, 79)
(412, 9, 157)
(824, 10, 313)
(1648, 11, 625)
(1649, 11, 626)
(825, 10, 314)
(1650, 11, 627)
(1651, 11, 628)
(413, 9, 158)
(826, 10, 315)
(1652, 11, 629)
(1653, 11, 630)
(827, 10, 316)
(1654, 11, 631)
(1655, 11, 632)
(207, 8, 80)
(414, 9, 159)
(828, 10, 317)
(1656, 11, 633)
(1657, 11, 634)
(829, 10, 318)
(1658, 11, 635)
(1659, 11, 636)
(415, 9, 160)
(830, 10, 319)
(1660, 11, 637)
(1661, 11, 638)
(831, 10, 320)
(1662, 11, 639)
(1663, 11, 640)
(13, 4, 6)
(26, 5, 11)
(52, 6, 21)
(104, 7, 41)
(208, 8, 81)
(416, 9, 161)
(832, 10, 321)
(1664, 11, 641)
(1665, 11, 642)
(833, 10, 322)
(1666, 11, 643)
(1667, 11, 644)
(417, 9, 162)
(834, 10, 323)
(1668, 11, 645)
(1669, 11, 646)
(835, 10, 324)
(1670, 11, 647)
(1671, 11, 648)
(209, 8, 82)
(418, 9, 163)
(836, 10, 325)
(1672, 11, 649)
(1673, 11, 650)
(837, 10, 326)
(1674, 11, 651)
(1675, 11, 652)
(419, 9, 164)
(838, 10, 327)
(1676, 11, 653)
(1677, 11, 654)
(839, 10, 328)
(1678, 11, 655)
(1679, 11, 656)
(105, 7, 42)
(210, 8, 83)
(420, 9, 165)
(840, 10, 329)
(1680, 11, 657)
(1681, 11, 658)
(841, 10, 330)
(1682, 11, 659)
(1683, 11, 660)
(421, 9, 166)
(842, 10, 331)
(1684, 11, 661)
(1685, 11, 662)
(843, 10, 332)
(1686, 11, 663)
(1687, 11, 664)
(211, 8, 84)
(422, 9, 167)
